69,The music is actually really funny
70,Suffering to smooth jazz is a MOOOOOOD
71,"Mark: if I break my promise I'm going to do (*insert incredibly awful thing*)

Everyone: Mark, it's fine please don't.

Mark: okay kids here we go!!!!"
72,YES FUCKING YES !!.. PROMISES MEAN SOMETHING.. YOU ARE A MAN OF YOUR WORD.. YOU THE REAL MAN BRO !!.. KEEP THE FUCK UP !!
73,You could spit out the pepper after 5 seconds inside your mouth to get the burning punishment without hurting yourself.
74,Pore mark it look painful.but I like your watch
75,i guess when you have 20 million subscribers you don't have to care about good sound or editing anymore. must be nice 😃
76,"I heard eating bread helps more than milk, so you should have some bread AND milk with you while you eat the peppies"
77,What if we Just smash the dislike button.... Just to stop you from hurting yourself...😱😓
78,This shit's still trending holy shit
79,"Yo don’t listen to the hate, home boy. One Indian woman hold the record rubbing dozens of those bastards into her eyes. Do that instead!"
80,STAHP
81,Wait its a translation
82,Delicious peppers. 😍😍
83,I love the Mainah shirt. ;)
84,"Mark why not just film yourself as a sit down and chat as you're signing the damn calender's so you dont waste time with this stupid ghost pepper thing if you wanna do it on time, talk bout rando shit, ot hell even just sing bout how much you hate doing this to yourself but you do it for charity and the fans, because if you're crazy ass can do it so can you!!!!"
85,"His shirt says wicked smaht, but he eat ghost pepper. RIP"
86,"Mark, when you get back, please play forest again."
87,Be a good noodle. AND STOP
88,The muisc match this moment
89,"I like a man who keeps his promise just as much as the next woman, but, hurting yourself isn't worth it. I love you more than a promise, Mark."
90,God damn😂. Mad respect ✊🏽.
91,Hi.
92,Mark eating to many of these kills people silly.
93,all i gotta say is.....DAYUM!
94,Oh
95,Why is this still on trending with only 700k views
96,he was acting so drunk XD
97,Just a pepper bruh
98,oMG
99,the jazz is nice as mark is suffering :)
100,I SEE THAT BOSTON SHIRT! DON'T YOU SMAHT ME!
101,"Seriously lol don't click on these videos if you don't like them. The people complaining in the live chat just make me laugh, they obviously wanted some of it if they clicked the stream."
102,E
103,When the jazz music played 😂😂
104,u r lucky in america u guys have alexa
105,Eat a reaper you Nancy.
106,Great video hard to hear you.
107,Mark is an introvert I thought he was extrovert since he said that in a older video
108,Camera man have how to you spell “tarets” syndrome it might be subtle to most but to me it’s the Blair witch
109,"Markimoo, imagine never being able to taste again! Your honor is safeguarded, yield before it is too late. Jeez lol."
110,Don't ever do that again Mark! We don't like seeing you like this
111,mark u is dum
112,Hey mark I have something serious to tell you.  I'm actually feel like commending suicide. People say that I'm just a ghost. And they also say to kill my self.  So I just want to say bye and keep your channel going and hope u have more subs. Bye
113,MARK PLEASE STOP TORTURING YOURSELF IF YOU WANT TO PUNISH YOURESELF JUST PLAY I AM BREAD AGAIN
114,"Oooooh, he need some milk!"
115,*YA LIKE JAZZ?*
116,Ghost pepper? Meh. Eat the Carolina Reaper...it'll put hair on your chest!
117,"Mark, please stop... this really isn't good for you...."
118,Mark was way calmer than i would be i would be jumping off walls mark just wow took it like a man
119,nooooooooooooo
120,😂😂😂 this gives me so much joy 😂😂😂
121,If you're Mexican like me you love spicy ass food
122,Should have played Megalovania
123,"""Alexa, play some totally rad, badass music.""
*smooth jazz plays in background*"
124,Oh honey what is you doing
125,Maybe you're not so secretly a masochist 😂
126,this is so funny
127,He did better this time
128,Stop please.
129,That music tho
130,WHAT.....A......MAN
131,I can’t even handle bell peppers so this looks so painful 😖
132,M A R K N O
133,Why not just a video of signing tasteful n00dz?
134,Lmao! The Jazz music made this!
135,I support Markiplier doing this for at least 2 more days. I enjoy seeing Mark in pain.
136,STOP
137,"Mark, please stop this!! You are ruining your body by doing it. We don't care if you miss a few days! This ghost pepper promise could destroy your overall health... Not to mention the possiblity of death if you keep eating them so much. We would rather miss you few uploads than see you suffer! So please, Mark, don't make promises like that anymore. At least give a forfeit that can't seriously damage your body. Take as much time as you need to sign calenders!"
138,“You like jazz?”
139,Mark suffering with relaxing jazz in the background.
140,This is why I subscribed. Because he is awesome
141,I ate wasabi today! It was DISGUSTING!!!🤮🤮🤮 It isn’t as bad as a ghost pepper though... RIP Markiplier
142,I had 3 alsures when I was a kid
143,What it feels like to chew 5 gum
144,Peppers eaten; Jazz music resumes...
145,again poor mark. :(
146,wow just wow
147,Alexa make mark stop
148,He need some milk
149,#17 on trending now lol
150,Honestly his interactions with Alexa is one of the best parts of this video
151,Laugh challenge videos!
152,Bathroom won't be his friend...
153,Please eat MORE OF THEM!!!!!!!
154,I love you Mark don’t eat anymore ghost 👻 peppers 🌶 please!!!!
155,the music really sets the mood lmao
156,Ghost pepper ain’t shit. Try a Carolina Reaper.
157,I like that u keep ur promise but I hate seeing you suffer
158,Doesn’t this video count as a video? And if it does... that means you no have to eat pepper.... but then that would mean the pepper video is a lie....
159,Mark i give u dramatic music danadanadanadanadanadand dam dum
160,Hi mark welcome to the club I drank some host pepper hot sauce and wheeew it was hot anyway um don't drink milk it makes it worse eat bread it sucks the juice out your mouth anyway ta ta
161,AWEXA VOYUME FI!!!!!!
162,Im very srry mark but atop DOING IT
163,Lmao sounds like the music to Getting Over It. Just need the narrator passive aggressively talking shit in the background now.
164,"THE POOR CARTON, WHY DRINK STRAIGHT FROM IT. AAHHHHHH MAKES ME SO UNCOMFORTABLE BUT I WILL STILL WAATTTCCCCHHH"
165,“Do it” said the emperor.
166,This was a terrible promise to make.
167,mark why u do dis stop i love u
168,when Alexa played the complete opposite of what he asked for xD
169,Lmao...my with Alexa every day
170,The jazz reminds me of jack
171,Not satisfied until you eat a Carolina reaper...
172,The sad thing is that this is something I would do
173,"feel the jazz, man feel the jazz!"
174,"man, u r into spice challenge all the way but still say be careful cuz having too much of good thing could burn the lining of your stomach . I also has some habenero sauce with  my burrito today for dinner which was pretty awesome."
175,MARK WHEN YOU WERE TALING TO ALEXA MINE TURNED ON AND AWNSERED YOU
176,Oooofffffff to your tast buds and say goodbye cus your going to miss them
177,Please dont
178,Ya like Jazz?
179,"If your so great at keeping promises then where is that Corpse Party playthrough you promised us over 2 years ago? :P And I mean the good remake not the classic you already did, because you said you'd play the other one in big bold letters on the fist video. Please Mark? I miss horror RPG's..."
180,Music made it way better😂
181,I could not even eat that chilly pepper
182,"To the idiots who say those peppers are really bad and could kill you, no. No, they really arent. Someone else said how theyre not bad, this is another reason. Many spicy foods are made of hot peppers (or any other spicy pepper). Spicy peppers contain a neurotoxin called Capsaicin which in large doses could cause Seizures, Heart Attacks, and yes, even Death. BUUUUUT... You'd have to eat about 3 pounds of the worlds hottest pepper (which doesnt sound like much, but it's actually over 100 or 200 peppers, cant remember) in one sitting for it to be fatal. So no, Mark will not die. Now please, shut the fuck up, go to school, and get some god damn knowledge."
183,E
184,The jazz helps XD
185,Fuckadodle fuck
186,Hella on shrooms watching this wtf lmao hella trippy
187,"FYI, the spiciness won't cause ulcers. It stimulates temperature receptors, so that feeling of death in your mouth is actually just the feeling of your mouth and stomach burning from the inside out (without actually physical burning)... =D"
188,You should stop. You're worrying me.
189,Rip markipliers throat stomach and Tung 2018-2018
190,Suffer for entertainment.
191,My Alexa went off when Mark said “Alexa...”
192,The worst part is how long the aftertaste is and how spicy it is it's torture
193,But this is a paradox because he’s making a video about his punishment for not making a video but by making this video he’s made the punishment pointless because he’s kept his promise
194,Mark you dont have to do this! Its not fun seeing you eating that!
195,are you ok?!? you look like your in a lot of pain... feel better
196,Do Carolina pepper now
197,stop!! your hurting yourself!!
198,"No epic songs XD OMG I say the perfect song just been right on que lmao, you're so cool of Man of your word Mark stay strong, spicy levels are temporary you can do it <3"
199,"*YES MARKIMOO, IT IS YOUR WORLD!* AND PROMISES DO MATTER, but it doesn't mean you have to keep this promise, hurting hurting yourself for OUR entertainment.. Yea its funny for the kicks of it, but we care about you too"
200,But why though
201,U always make great content mark I'm a big fan but it looks like u r torchering yourself
202,Hi Dr
203,I love Markiplier but I want him to do another game series soon ^_^
204,"Mark, to make the milk work better, you are just supposed swish the milk around in your mouth and then spit it out."
205,"""Wicked Smaht"" my foot."
206,"Let’s play a game! Compliment the last person who replies to this comment.





:)"
207,Haley Anne hello
208,"Notice how he doesn't show it close to the camera, it looks like...a tomato.

Edit: Is it because he is normally honest?"
209,Dat Boston Shirt Doe!!!!
210,"Mark i said it before and ill say it again... i know you Care about us and keeping us happy but we care about you and we hate seeing you hurt yourself like this. Promise or not.
Promise us you wont hurt yourself to bad anymore. I hate seeing the pain on your face"
211,"It's not torture for you,it's us....(tearing in the corner of my room)😟"
212,Asian Ross. No.......
213,Hahaha ELEXA FAILED HIM!!! Oh mark no more pepper please.
214,Well then..
215,What a wuss
216,I'm a horrible person for laughing at this.....
217,Look like an Asian little dicky
218,I was sweating and my mouth was watering just _WATCHING_ this!!!
219,That Alexa fail tho
220,I’m not going to lie all of his Subs are like 1st grade that are the odd one out
221,"*He has died 4 our sins* 



Get it? It was #4 on trending? No? Ok (~•◇°)~ P.S *YOU CAN DO IT  MARK*"
222,This video kept messing with my echo show
223,Mark.. my boy. You know damn well you didn’t eat no ghost pepper here buddy! You’re acting is truly underrated and needs to gain some notice
224,I think he likes the pepper
225,Mark you don't have to do this you might get sick
226,Mark's shirt is so accurate
227,im crazy for mark
228,"Bruh, I have a hat that says, ""wicked smaht"" (jubilation dance)"
229,why do you remind me of deadpool mark
230,poor Markimoo.....
231,YAY YOUR NUMBER 16 on trending congrats
232,The jazz is good and my name is like jazz
233,You are DEAD day
234,Wait what day 2 ? Lol
235,STOP MARK
236,you masochist
237,imagine doing this and it wasnt recording
238,#16 on trending
239,"ya like jazz? 
not after this he doesnt haha"
240,Do another
241,Im sorry but habenaro sauce is worse i had habenaro sauce my friend swallowed some... And had lemonade with it... That did not end well... I did not swallow it but dang its the worse
242,WHY ARE YOU DOING THIS MARK??? NO ONE ASKED FOR THIS!!! You were a good noodle...The goodest of noodles...
243,Next step is for him to make it the ultra challenge and rub the pepper in his eye
244,oh
245,Elexa!!
246,ur a flip flop
247,Just eat the damn pepper. Half of this video is useless
248,"Mark, sToP"
249,OMG mark why. why do you do this to yourself?
250,OH HE NEEDS SOME MILK
251,"OK now look, I know he said he's doing this because he's a man of his word and all that, and I appreciate and respect that, but what I can't stand is that you're doing this to yourself. I've been watching you for a couple years now and don't get me wrong everything you do is funny, but when you get hurt or put yourself through these painful things on purpose I just can't stand it. Now I'm not telling you to stop because it's your choice not mine and your committed to it, but please promise me this, be careful, take it easy, you don't have to push yourself to do this for us.
I hope you understand what I'm saying and I just wanna let you know that I'll never stop watching you, you've brought me joy when I'm down, you make me cry when you cry, and I wanna thank you, so much, more than you could think.
-A caring fan☺️😊
P.S- for anyone who sees this I just wanna put this out, my Instagram is @unicorn_buddie_10
P.S(again)- Thank you again Mark so much, if you were to ever stop YouTube I'd be with you, but until that could ever happen, I'll be with you on your side the whole way😊😊"
252,"Never liked markiplier very much, now I know why."
253,The faces he made were HILARIOUS!!!  🤣🤣
254,i had a fire in the hole (the hottest wing at a restraunt called winking lizard) and....IT WAS HOT AS CRAP IT BURNED MY MOUTH SOO BAD FOR LIKE A WEEK AND IT WAS BURING MY STOMACH!
255,"I'm pretty sure this is not what your doctors had in mind when they said your stomach can't handle alcohol. 

Here's a like you spicy man."
256,Copyright strike
257,666k views
258,I'm hungry :3
259,"Yeah, looked it up and you should not eat ghost peppers everyday☠"
260,Hi
261,Right now views is 66six
262,Congratulations! 16 on trending!!! Well now it is....
263,Excuse me 666k ahhhh
264,666k views
265,"666 k views                           ^
ILLUMNATI CONFIRMED /👁\"
266,I eat ghost pepper chips from Trader Joe’s everyday....
267,"you should not do ghost pepper 






you should do Carolina reaper!!!"
268,"666k views

*ghost* peppers"
269,Hey mark we just are saying that bc we don’t want u to get hurt and just believe that u won’t burn off ur taste buds like I did
270,"Mark: ""Alexa, play totaly rad, badass music.
Alexa: (Plays elevator music) 
Mark's Thoughts: HRFURFIHGMGJDXAHDHEFKFMFIJNG!!!!!!!"
271,666K views :0
272,666 omg🤤
273,lol the song
274,"“Smooth Jazz will be deployed, in 3....2....one.”"
275,What's up
276,Isn't your digestive tract already a mess?  lol
277,"he just had to do this video while wearing a ""totally smaht"" short"
278,Jesus! Don’t kill yourself.
279,Would love to see a lets play series for The Forest
280,That tracklist is shittier than the audio
281,eat the ghost pepper while listening to Jazz that's really funny
282,Bless his sweet heart😭
283,"there was literally a section on the news about some guy going to the hospital because he ate ghost peppers 

WHAT ARE YOU DOING MARK??"
284,sooooooooooooooooo does it hurt as badly going out as it did going in? im curious as to how awful that must be.. and imagining it to be way worse than going in... *imagines someone sitting on toilet with burning ring of fire playing while dying from pooping a ghost pepper* .. does no one else wonder about this? no? okay then.... >.>
285,It is funny that you say you wont make a video but you literally just made one doing this... so you have kinda ate ghost peppers for no reason...sorry to break it to you mark.
286,Alexa... About as useful as Siri.
287,I’m to liking you hurting yourself
288,Looked like he was gonna throw up any second
289,do not eat it
290,do scary videos more
291,Mark no more ghost pepper
292,well rest in peace mark
293,Just eat hot chips :'}
294,Milk won't work
295,"""play total rad bad asss music"" ""plays smoth jazz"""
296,HAHAHA!!!!!!!! I lost it watching him spasm with jazz in the back ground.
297,mor. PAIN!
298,subscribe for no reason
299,Only post chica videos
300,:P
301,You should eat bread after the pepper; it won't be as spicy
302,You could always just replace the pepper with something else...
303,mark please no more
304,Mark. Half of your funds are going to be spent on Milk.
305,I like ghost pepper I eat it everyday 😀
306,"GROW OUT YOUR HAIR!! 
(well if ye want)"
307,omg
308,Reported for All possible reports except spam. 😁😁😁
309,Why man just why
310,Someone knows the name of that jazzy song? Xd
311,WHY MARK WHY?! WE ALREADY TOLD YOU NOT TO DO IT! IT HURTS US TO SEE YOU IN TOO MUCH PAIN!! STOP MARK!!
312,MARK JUST DO AS U DO! BLEH! BLEH! BLEH! BLEH! SHUT UP! DONT LAUGH! IT ACTUALLY HELPS!
313,Ya LiKe JazZ¿?
314,WHY ISNT ANYONE ASKING IF HES OK?!
315,I hate when markiplier gets dislikes on videos that he puts a lot of work into
316,If you need to you can eat wasabi
317,This is why I love Mark!
318,*Category: Gaming*
319,I know you want to prove a point but this is gone too far right now
320,At least your sinuses will be clear...^^;
321,Wow
322,Why do you keep doing this?? What the f**k??
323,Why
324,Wth mark
325,FINALLY!!! HE LISTENS ABOUT NOT EATING GHOST PEPPERS!!! XD
326,I don't like to see you hurting yourself but arguing with alexis was hilarious
327,Try some ghost pepper wings tho they make ur ears Burn
328,Ghost peppers dont make me act like that
329,great actor markimoo eating small bellpeppers :P
330,Category: *gaming*
331,Ya like jazz
332,and this was the day mark died
333,WHY DO YOU KEEP HURTING YOURSELF!?!?!?!?!
334,eat a chocolate bhutitia pepper pez
335,DRINK THE MILK IT IS LITERALLY RIGHT NEXT TO YOU
336,Pretty impressed with it. Lol. I have it atleast twice every month with dumplings. RIP my stomach lining. 😂
337,I will unsubscribe if you keep this up
338,😱Omg nooooo
339,Also at the end😂😂
340,"Mark: Alexa play some totally rad super badass music”
Alexa: plays jazz
In my head: “you like jazz😏”"
341,Don’t do it again
342,Nooooooo!!!
343,You should do an Alexa fails compilation
344,"Mark! I don't know if you will see this, I am a small youtuber who has been a fan for years! Thanks for keeping me happy man!"
345,Just EAT it!!!!
346,"Alexa! Play awesome epic badass music!
Alexa: “Here is some jazz lol have fun”"
347,k k
348,lamo
349,Pain
350,Why is he doing that to himself?
351,i only liked this video because mark needs a hug.... it's a hug not a like mark.
352,"ghost pepper is so last year bro, your reactions are same as those who ate it long time ago, not entertaining.. and youre eating just one... spice it up a little bit.. and try not to get an ulcer"
353,Jesus
354,Hi mark
355,oh dat looks good
356,I miss it
357,"""Alexa, play BTS""
Alexa: *Starts playing BTS*
Me: yea boi"
358,This is the 3rd one. He’s gotta be growing a tolerance by now! XD
359,Lol hope you make an update video while your on the toilet with your epic music in the background...i recommend a little Two Steps from Hell to set the mood .
360,the jazz makes it teen times better!
361,"Why must you torture yourself over vids try another punishment like jumping into a pool full of freezing cold ice 
Or doing a try not to laugh challenge 
I really like them"
362,did you see my comment on the edit thing and just avoid all of it so you put in jazz music
363,LOL
364,Stop please
365,Ps the ghost pepper is the hottest pepper on the planet besides if there is  such thing as a nuclear pepper then well that’s a story for another time
366,"Nice Jazz you got going on but



*Inhale*






WHY"
367,Plot twist : mark enjoys the pain
368,Neo!
369,"he should do pepper X, i have tried its fucking lava hot"
370,Wow that’s sums up how my Alexa acts when I wants something
371,Goats peppers 😂 try Carolina peppers
372,Reaper
373,NO NO NO THIS IS NOT RIGHT THE CALANDAR STUFF COUNTS AS WORK Plz stop torturing yourself. It's really not what we want.
374,damn
375,I love you Markimomoooo
376,"DO ANOTHER ""TRY NOT TO LAUGH"" 😁😊👌❤"
377,"The unanimous Declaration of the thirteen united States of America, When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation.

We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.--That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, --That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness. Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed. But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security.--Such has been the patient sufferance of these Colonies; and such is now the necessity which constrains them to alter their former Systems of Government. The history of the present King of Great Britain is a history of repeated injuries and usurpations, all having in direct object the establishment of an absolute Tyranny over these States. To prove this, let Facts be submitted to a candid world.

He has refused his Assent to Laws, the most wholesome and necessary for the public good.

He has forbidden his Governors to pass Laws of immediate and pressing importance, unless suspended in their operation till his Assent should be obtained; and when so suspended, he has utterly neglected to attend to them.

He has refused to pass other Laws for the accommodation of large districts of people, unless those people would relinquish the right of Representation in the Legislature, a right inestimable to them and formidable to tyrants only.

He has called together legislative bodies at places unusual, uncomfortable, and distant from the depository of their public Records, for the sole purpose of fatiguing them into compliance with his measures.

He has dissolved Representative Houses repeatedly, for opposing with manly firmness his invasions on the rights of the people.

He has refused for a long time, after such dissolutions, to cause others to be elected; whereby the Legislative powers, incapable of Annihilation, have returned to the People at large for their exercise; the State remaining in the mean time exposed to all the dangers of invasion from without, and convulsions within.

He has endeavoured to prevent the population of these States; for that purpose obstructing the Laws for Naturalization of Foreigners; refusing to pass others to encourage their migrations hither, and raising the conditions of new Appropriations of Lands.

He has obstructed the Administration of Justice, by refusing his Assent to Laws for establishing Judiciary powers.

He has made Judges dependent on his Will alone, for the tenure of their offices, and the amount and payment of their salaries.

He has erected a multitude of New Offices, and sent hither swarms of Officers to harrass our people, and eat out their substance.

He has kept among us, in times of peace, Standing Armies without the Consent of our legislatures.

He has affected to render the Military independent of and superior to the Civil power.

He has combined with others to subject us to a jurisdiction foreign to our constitution, and unacknowledged by our laws; giving his Assent to their Acts of pretended Legislation:

For Quartering large bodies of armed troops among us:

For protecting them, by a mock Trial, from punishment for any Murders which they should commit on the Inhabitants of these States:

For cutting off our Trade with all parts of the world:

For imposing Taxes on us without our Consent:

For depriving us in many cases, of the benefits of Trial by Jury:

For transporting us beyond Seas to be tried for pretended offences

For abolishing the free System of English Laws in a neighbouring Province, establishing therein an Arbitrary government, and enlarging its Boundaries so as to render it at once an example and fit instrument for introducing the same absolute rule into these Colonies:

For taking away our Charters, abolishing our most valuable Laws, and altering fundamentally the Forms of our Governments:

For suspending our own Legislatures, and declaring themselves invested with power to legislate for us in all cases whatsoever.

He has abdicated Government here, by declaring us out of his Protection and waging War against us.

He has plundered our seas, ravaged our Coasts, burnt our towns, and destroyed the lives of our people.

He is at this time transporting large Armies of foreign Mercenaries to compleat the works of death, desolation and tyranny, already begun with circumstances of Cruelty & perfidy scarcely paralleled in the most barbarous ages, and totally unworthy the Head of a civilized nation.

He has constrained our fellow Citizens taken Captive on the high Seas to bear Arms against their Country, to become the executioners of their friends and Brethren, or to fall themselves by their Hands.

He has excited domestic insurrections amongst us, and has endeavoured to bring on the inhabitants of our frontiers, the merciless Indian Savages, whose known rule of warfare, is an undistinguished destruction of all ages, sexes and conditions.

In every stage of these Oppressions We have Petitioned for Redress in the most humble terms: Our repeated Petitions have been answered only by repeated injury. A Prince whose character is thus marked by every act which may define a Tyrant, is unfit to be the ruler of a free people.

Nor have We been wanting in attentions to our Brittish brethren. We have warned them from time to time of attempts by their legislature to extend an unwarrantable jurisdiction over us. We have reminded them of the circumstances of our emigration and settlement here. We have appealed to their native justice and magnanimity, and we have conjured them by the ties of our common kindred to disavow these usurpations, which, would inevitably interrupt our connections and correspondence. They too have been deaf to the voice of justice and of consanguinity. We must, therefore, acquiesce in the necessity, which denounces our Separation, and hold them, as we hold the rest of mankind, Enemies in War, in Peace Friends.

We, therefore, the Representatives of the united States of America, in General Congress, Assembled, appealing to the Supreme Judge of the world for the rectitude of our intentions, do, in the Name, and by Authority of the good People of these Colonies, solemnly publish and declare, That these United Colonies are, and of Right ought to be Free and Independent States; that they are Absolved from all Allegiance to the British Crown, and that all political connection between them and the State of Great Britain, is and ought to be totally dissolved; and that as Free and Independent States, they have full Power to levy War, conclude Peace, contract Alliances, establish Commerce, and to do all other Acts and Things which Independent States may of right do. And for the support of this Declaration, with a firm reliance on the protection of divine Providence, we mutually pledge to each other our Lives, our Fortunes and our sacred Honor."
378,I like this
379,I like this
380,I like this
381,I like this
382,That's not a dare man. That's just stupid...
383,that was some epic music. Wow thanks Alexa
384,#9 on trending whooooo😁
385,#9 went down a little bit
386,Mark you can take a break! We understand (like if u agree)! We get that ur really busy this week and u don’t have to do any more ghost pepper punishment! We love you Mark! Thanks for making everyone smile
387,Or all his subscribers are below 3 years old.
388,"I know when someone is lying! And he is definitely lying! What is strange is y’ll believing him , too many stupids these days."
389,Stop eating ghost peppers and just eat something nasty instead.
390,bye
391,.
392,“Alexa play some totally rad super badass music” *plays jazz* 😂😂😂👏🏼
393,Why do you do this mark
394,YOU SAID YOU WOULD BE A GOOD BOY MARK!! YOU SAID IT!! YOU EVEN SAID YOU WHERE A GOOD NOODLE!!!!!
395,Aww mark no why are you doing this to yourself
396,Markipepper
397,You're honestly such a spud mark😂❤️
398,Oh poor baby :'( my heart hurts from watching. Buuuut at least it's not a Carolina Reaper
399,Mark why😂
400,Why is this even on trending?
401,Still trending XD
402,"This is just sad to watch. If he needs to take a break for something important, it's not breaking a promise. Just take it easy okay mark?"
403,POOR NOODLE❤
404,Mark I know you are a man of your word but seriously u should not do this to yourself
405,Ur reaction to hotness of the pepper was priceless lol
406,wow just wow :0
407,Mark you dont have to do this every day
408,"Technically, this is a video ;) :P Alexa chose a decent song to play :P kinda rolls with the humour. If you make a recipe for a salad with ghost peppers in it, I'll eat it for my channel for you Mark XP"
409,just make short videos when signing :P
410,This shouldn't be on trending
411,"Not saying it because it's torture, but because this is more of a ""Markiplier and subs"" thing, not a youtube or generally entertaining thing

It's more personal, it's about his channel, doesn't make sense to have him on trending for this video"
412,Here's an idea! Post a video of yourself signing calendars!
413,MARRKKK STOP TORTURING YOURSELF WITH THE GHOST PEPPER D:
414,Isn't the whole ghost pepper challenge like so 8 years ago?
415,"For decades, doctors thought eating a lot of spicy food caused stomach ulcers, or painful sores on the lining of the esophagus, stomach or upper area of the small intestine. ... Studies showed that spicy food doesn't cause ulcers, though it can irritate existing ulcers, which explains the misunderstanding."
416,you gotta respect this man
417,"As much as I hate seeing him torture himself like this, I couldn’t help but bust out laughing when Alexa played the jazz."
418,It is ur world
419,You should put some opera while your tongue is on fire
420,"It never ceases to amaze me what stupid idiotic things people will do for views. 
  Their selfish egotistical need to feed their vanity is psychotic at times."
