155,Wheres cool not cool
156,r
157,They should Do a Fortnite stereotype episode
158,Con I play fortnite with you
159,With you
160,Can I play fortnite
161,Subtitle Indonesia pls
162,I ship them...
163,Fortnite trick shots with ninja ❤
164,Next video idea: Fortnite trick shots🔥🔥
165,"اخخخ بس يا حظه .. فلله ولعب وفلوووس وزوجة وش زينها قسم بالله فال امها 😂😂😂😂💔💔
الله يرزقنا بس"
166,How can to be dude perfect
167,i subscribe and turn on post notafacation on and shared it
168,Or its just me that tyler and ninja real name is tyler so ty ty
169,With that afro you look like lil dicky a little bit
170,"Guys, y didn’t u add cool n uncool"
171,”FakeDudePerfect”
172,"I'm gonna throw up

White peeps uuuuugh 😷😷😷"
173,THAT WAS EPIC
174,shared it
175,"I love you dude perfect I want to join your team pls give me your phone no
....... I'm in love with dude perfect😍😍😍😍😍"
176,Cool one lol
177,This was seriusly borring
178,Someone broke tys record
179,This is fake because crossbows were removed a long time ago
180,Tyler Waterman It's an old gameplay NOT a fake.
181,Where was cool not cool??
182,I love ty soo much! He kinda reminds me of my sister Amanda in our videos!
183,Your cool dude perfect and ninja too
184,Ninja with Ali-A playing fortnite together
185,Ninja with Ali-A playing fortnite together
186,I Only hate one thing in the series and that’s when it ends
187,Dude im pro than ninja at fortnite
188,Tyler has lost a lot of weight😮💪
189,If you guys do not play pubg mobile i will unsubscribe to your chanlle
190,العربي لايك
191,PUBG > Fucknite
192,Wow
193,Ily dudes but ninja for views?
194,Ninja's Fortinite username is Ninjashyper but because of the footage of the smooth sync and reply its also real probably
195,you guys should do a collab with The King of Random...maybe they would build something that shoots and you guys would do trick shot w/ it...
196,Fake
197,Can you please bring some Barcelona player to the video
198,"him playing with ninja is fake, he dubbed and edited the footage from his stream"
199,"Did Ninja say that when Ty slid into the roof wasen't his reaction ""Dude that was Perfect"""
200,Why is this Ninja dude so popular?!
201,29 MILLION SUBS HOLY U ARE GOING THROUGH PEWWDIEPIIE LETSGO
202,"My mom is in Texas 
 But I  live in Utah"
203,Türkler beğeniye
204,yea man you should drink the bandages 👍🏽😂😂😂
205,Fortnite Stereotypes??
206,Actually killl me now. Just another fucking YouTuber channel getting in the dying shit trend fortnite. The biggest money grab
207,Can you made more soccer vids
208,This show is the best idea ever
209,this video is why people kill themselves
210,"Waiting for the next OVERTIME... Specially the ""Wheel UnFortunate""!!! Hahaha..."
211,Subscribed and shared. Love your videos!
212,I almost threw up watching cory
213,You guys are awasome.😎😎
214,Ok but who else was more interested by the car horns?
215,trending #10 in Germany
216,Where’s cool not cool😭😭😭
217,"Dude perfec whit squishy , Rocket League"
218,Dude this is awesome I love fortnite JP😎😎
219,21st in trending... wow
220,Epic paying more people to play there game as usual
221,Next video fortnite stereotypes
222,Can you guys make wheel unfortunate a permanent thing in overtime? Like if you guys agree to this
223,I want you play pubg with shroud bro
224,My first game ever of PUBG was a winner winner chicken dinner! PURE LUCK on my part!!!
225,Play fortnite wit me
226,that was funny!!!
227,You didn’t do the game where you vote of it’s good
228,Tyler and Tyler
229,"Car honked goes out
OOHHHHHHHHHH

Like fucking amazing mate"
230,I love the intro
231,Can I have the shirt and hat I’ve wathch nearly every video big fan of purple hoser
232,play fortnite with pAPA JAKE
233,love your videos bro . always awesome .:)
234,I shared it hope I win that hattttt
235,Guys you should give subtitles for other countries
236,. Didyyl
237,THIS IS BEFORE DUSTY DIVOT
238,I love your videos sooooooo mach!!!
239,You should make a school stereotypes
240,i think dude perfect and se ninja are some laurins
241,I don't know why but i get a little triggered looking at Ninja playing Fortnite! I dunno why. He isn't annoying  but... WHYYYY???????
242,You are the best with Ninja
243,Please just stick to the normal show
244,it took two days for me to share and i already subscribed
245,Guys your awsome
246,pls overwatch next with maybe xQc
247,Hey guys it is Tyler teaming with Tyler (Ninja)
248,Notification squad 🎉🎉
249,Oh my gosh. The ad I got before was for an umbrella you wear as a hat; Coby's cool-not-cool item!
250,I am gonna be better than ninja haha
251,I subscribed!!! Fortnite rocks!
252,Shared
253,Cute panda
254,*GUYS I DONT FEEL SO GO-o_—-_*
255,"29 million subscribers and
#29 ON TRENDING in india..❤❤"
256,I did giveaway
257,Folgt mir
258,"What if all top pro fornite player play together, damn it's gonna be easy for them"
259,Do Fortnite Steryotypes Like If U Agree
260,Sherd it that's incredible
261,Plz guys subscribe in my channel
262,#33 trend in ksa
263,this video was actually amazing
264,where is cool or not cool
265,Can someone please subscribe to me
266,When someone says WHOA IS THERES LAVA COMING OUT OF IT AND STUFF
267,Fortnite everywhere
268,I shared the video
269,You rock
270,"They're jumping with excitement like they just won a World Cup. Your sub 85 IQ viewers must be so happy. How do you force yourself to act over the top excited about fking horn timer. You could literally replace the horn timer ""event"" with anything. You could gather around a dung beetle pushing a ball of manure and jump around next."
271,Anyone else relies they didn’t do cool not cool
272,i suded and shared and liked
273,*Am I the only one who freaking hates Fortnite and doesn't play it?*
274,"•IFST• Flight Simulator Channel
Impossibale"
275,•IFST• Flight Simulator Channel I think so but if you don't your weird because fortnite is taking all over the world
276,Yes yes you are
277,You're a typical guy who hates everything that's popular to create your own identity. Transparent...
278,"•IFST• Flight Simulator Channel same, I hate it, you're not alone"
279,I thought when tyler starts to shoot the grenade launcher. Why didn’t he say “This is a victory royale grenade launcher trickshots”. Wow
280,Could you do archery trick shots 2?I love you videos and keep up the amazing work!!!
281,When is the baby coming Garrett 😂😂😂
282,Honk. Honk.
283,"Again, trending in France :D"
284,Done
285,change the front page it didn't look like overtime 3
286,Done everything
287,dude perfect more kills in his first game more than i have ever got kills playing fortnite..i am ashamed
288,CONGRATS ON #6 ON TRENDING
289,Next video Real Life Fortnite trickshots
290,do a stereotypes for “airport”
291,"Vai,amar takao gel,sobe gel"
292,Where is Cool Not Cool
293,Again you have forgot  on other  segment  which is cool not cool
294,what happen to cool not cool
295,*fornite is way too fking overrate*
296,Ty was about to ( drink ) the bandage
297,*rip*
298,My suggestion run a mile wearing high hells
299,I loge dude perfect
300,I love dude perfect
301,I have herd of ninja before watching youtube
302,I love your videos alot
303,This video is soo useless
304,That was 3 breaths?
305,30M Hype!
306,Nice dude
307,ty got each kill with a grenade launcher
308,i shared this awsome
309,First kill and the crowd goes wild
310,Thats videos was on february 2018)
311,Lego broke  your last recerd
312,i love the content cant wait for another
313,Please make Russian
314,why clickbait if you guys already have a massive loyal audience
315,Toyota beated Ford .....😃😀
316,You forgot cool not cool
317,"Hey Ty, on next episode, do a Cool, Not cool thing. How about make an actual full Overtime soundtrack."
318,Ninja the goat
319,He open the llampa and say hooo oh my good   LOL hahahahahahahaha
320,fortnite...
321,Where is cool not cool
322,Don't mind me keep scrolling
323,GOOOOOOOOOOOOOOOOD
324,I have my crossbow out 😂
325,Lego broke your world recerd
326,Im not a fan of ninja but my friend does
327,I don't have an xbox to play fortnite so sorry 😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😢😢😢😢😢😢😢😢😢😢😢
328,Ahh the amount of money dude perfect paid ninja for this
329,Tyler and Tyler
330,Ty is godly with Hernandez launcher
331,"I am SUBSCRIBED, I LIKED, I HAVE NOTIFICATIONS ON, I HAVE EVERYTHING YOU WANT, HOPE I WIN THE GIVEAWAY!!!!!  YOU GUYS ARE AWESOME!!"
332,Awesome video guys 👍
333,Subbed and shared 👍
334,4k
335,(JOKE) Hey i Like you——you is perfect——(BOY) Yes i am perfect—girl—hmm dude perfect hahahahaha
336,so the new best player at nade launcher is...
337,I shared turned on notifications and subscribed and liked plz can i have a hat
338,Last time i saw they 22 mil subs
339,They need to do BB gun trick shots
340,Hi
341,That was epic... see what I did there?
342,That was epic... see what I did there?
343,ROAD TO 30 MILL. UR THE BEST !!
344,Omg Ninja
345,Fortnite trick shot
346,What about cool not cool man that's most amazing part of overtime 👍👍
347,what about cool not cool
348,*The Other Players* : Duuude! I was killed by Ninja and that Dude Perfect guy
349,"⚽⚽⚽ Hey leute🎩 Neuste Viedeo🚔
Bei maxi Wind👈👈👈 zu lachen"
350,A dude perfect gaming chanell
351,Oh wow there’s lava coming out of it.L0L
352,"wow ty sucks 





but he's still better than me"
353,Road to 30mio!!
354,Whats that song name
355,School stereotypes
356,DUDEE PERFECTTT
357,Superb
358,Thanks for everything guys
359,"shared,subscribed C:"
360,Try League of Legends next time
361,Thats why i hate the grenade launcher cuz everyone can just fkin shoot with it and win
362,عربي اشتركك في قناتي قول تم واردها ❤️❤️
363,Heyyyyyyyyyyyy
364,“Oh wow do the cory
365,Play more roblox
366,Can I have 1
367,"Worst YouTubers + Worst Game = Dislike

p.s there's no need to reply to this comment if you like fortnite or dude perfect."
368,"suggestion::please make a review of marcelito pomoy singing the prayer on wish 107.5,,im sure you will surprice his voice  because he is the philippines 2in1 singer. so please nake a review of his song. let world know your reaction of his voice!!
thank you!!"
369,OMG Fortnite is all over the world even dude perfect
370,They have no idea that ninja and  ty from dude perfect are playing fortnite
371,"Ninja: pull out your ar 
Ty: *pulls ou suppressed smg*"
372,翻訳して(　ﾟдﾟ)ﾎｽｨ…
373,Done guys
374,I subscribed and Shared dudes
375,Where is cool not cool?
376,Tuck you cunt
377,Ty: Should I drink some band-aids or something?
378,“Where’s the other bad guys”😂😂
379,Dat was sick...dis vid was gd
380,where was cool not cool
381,How do you play with ninja when you are on Xbox because he is on Computer
382,Cool not cool? Where's it
383,"WOW! I watched these guys last video when they had 24m subs, I come back and see 29m subs! Keep up the good work guyz!"
384,That was epic... See what I did there?
385,I am your biggest fan ever!!!
386,"NEXT VIDEO: FORTNITE TRICK SHOTS
LIKE IF YOU AGREE 😃"
387,"NEXT VIDEO: FORTNITE TRICK SHOTS
LIKE IF YOU AGREE 😃"
388,Plz pick me
389,This is where i unsubscribe
390,What about cool not cool
391,That was epic...see what I did there?
392,Cool!!!!!!!!!!Love it
393,carried?
394,How many times did it take to win
395,How does this shitty channel have 30 million subs these guys are so fuckin obnoxious
396,Who is Jeff Toney Mr p
397,Tell me where the Guinness World Record guy takes out the award...
398,yaaa you  won ty
399,Who are these people and why are they trending
400,Love u dude perfect
401,Awesome
402,the horn will not last 30 minutes straight ive tried it lol i guess depending on the vehicle but my vehicle it did not last 10 mins straight lol
403,That’s my favorite game and I literally play whole day
404,Two tylers !?!
405,Ty you are not fat as you were
406,"Ninja’s ingame Fortnite name is NinjasHyper, not Ninja."
407,☺👍👍
408,Ty: Woah! There is like lava coming out of it! 😂
409,Fortnite trickshots
410,Subscribe to my YouTube ill be doing giveaways soon!!
411,Real life treekshots 3 pls
412,I loved it
413,I really want to see someone own a cat
414,Way to go Coby!!!!!
415,omg :) youtubers group meet the ninjahhhhhhhhhhhhhhh :)
416,Fortnite
417,Ik weet Niet waarom ik dit schrijf
418,I don't now why I write this
419,Why did fortnite take over the world??
420,Next time cool or not cool
421,Our neighbors car was broken and his horn for the car went for 2 hours liget and it was so annoying
422,I Really love the intro♥️♥️
423,Hi guys my video is coming in 10th May the video is about there is no game so stay tune and I have gaming channel so so you can show you love giving subscribe I love you guys and thank you so peace
424,Dis is a joke ALI-A boiiiiii
425,That was epic... see what i did there?
426,Beschte
427,Twitch whitewashing gamers!1!1!1!1! Ninja should be asian my dudez!!!!
428,Its real? OMG!!
429,Play the mobile version
430,why x box ps4 is way better
431,Do the 1st take challenge where you do a bunch of trick shots but we only see the first take (you could also try make a battle out of it.)
432,*FORTNITE IS RULING
433,*FORNITE IS TAKING OVER!!!!!!!!*
434,قنات  روعه 😍😍😍
435,Complete noon Tyler
436,More FORNITE
437,NO
438,Fortnite is unstoppable
439,Mahir Cave u suck at fortnite
440,Can you subscribe to me and I’ll subscribe back pls
441,I love your videos!!
442,Mahir Cave you are the guy who makes awesome paper airplane videos on youtube right?
443,no just no
444,die in a corner
445,"This ""Ninja"" is trash"
446,"Play minecraft with Dantdm
Please"
447,I want to play with ninja but I have a PS4
448,There is no way that was tys first game of fortnite
449,I love the intro it is absolutely amazing and fantastic
450,"subscribed like, 3 years ago, and shared xD"
451,How is your baby
452,Kills Worldrecord
453,I did a video how much yuor outfit if yuo want whaching it
454,Nice vid
455,i play fortnite
456,Heyyyyy. What about cool not cool?!?!?!
457,Why don't you guys try out some cricket trickshots plz....
458,That's not the real ninja ninjas fortnite name is ninjashyper not ninja
459,Wow im a big fan i wish i can see you in real because im a filipino
460,"I really need korean lyrics😂
opening song is very good!"
461,GUYS PLEASE DO DUDE PERFECT FT TEAM EDGE PLEASEEE WHO AGREE WITH ME?????!!!!!
462,ninja's tag is NinjasHyper not Ninja  EXPOOOOSEDD
463,FINALLY DUDE PERFECT PLUS FORTNITE
464,Cool Not Cool?
465,Can I please have a hat
466,literally ty should be in a montage of the best grenade throws
467,RIP Avicii
468,nice
469,Love this series
470,But  i dont have any facecam
471,Dude Perfect. In episode 4 overtime. Can you at game time play roblox with me. Because im master at playing roblox
472,"I like most cool not cool
Wish it would be there"
473,"Why do You play with a controller on PC, there’s No aim assist so.. it’s really dumb"
474,shared
475,Lol fortnite releasing a battle royale was a very goooood idea
476,Where’s cool not cool
477,Oh God Please Nooooo NOOOOOOO
478,"Kya faltu video banatee hai bee
...bc"
479,I love ninja
480,You broke da car
481,i like how their name on twich is FakeDudePerfect
482,Bottle cup trick shots pls
483,Luv You subscribed Shared And For Wheel Unfortunate You Should do water ballooned if that wasn’t good enough basically I was thinking for ten minutes and that’s all I could think of SO YEA!
484,Where’s cool or not cool 😭😭😭😫😫😫
485,Fork knife looks fun
486,FORTNITE NINJA DUDE PERFECT
487,This is amazing
488,11 million in one day what
489,Jesus
490,Missing cool not cool
491,Hii
492,Lol haven’t u noticed that It’s the Tyler and Tyler duo 😂😂😂
493,THAT POOR FUCKING RELAY!
494,"Where is cool,not cool?"
495,subs my chanel guys
496,Cool
497,Heloo
498,That game is little bit like PUBG
499,i wanted cool uncool
500,I hope I win
501,U didnt do the cool and not cool segment
502,"인트로되게빨리만든셨네욬ㅋㅋㅋ
⭐▫▫▫▫👍👍👍
▫⭐▫▫▫👍👍👍
▫▫▫▫▫👍👍👍
▫▫▫▫▫👍👍👍
👍👍👍👍👍👍👍👍
👍👍👍👍👍👍👍👍
👍👍👍👍👍👍👍👍
👍👍👍👍👍👍👍👍
👍👍👍👍👍👍👍👍"
503,thanks god this is sponsored by fornite not you wanted to play the game or else I unsub
504,"Play over watch 
Like this comment if you agree"
505,Dude perfect getting kils with ninja’s fav weapon
506,I shared it to many people
507,Awesome bro
508,Who loves overtime?
509,I mean ...... wtf has fortnite turned this world into
510,I done it 3 time's
511,"They did the last thing I would,   Play fortnight"
512,Nearly 30 million subscribers
513,kys fortnite streamer
514,I'm watching from Japan on a video I happened to find today I subscribed to a channel (using Google Translate)
515,Why not cool not cool
516,You can see Chadds number plate so you should probably check that
517,This channel has been soiled
518,A banana is nucleair :D
